Course Title,Rating,Review,What you will learn
Preparing for Google Cloud Certification: Cloud DevOps Engineer Professional Certificate,4.8,2,"Learn the skills needed to be successful in a cloud devops engineering rolePrepare for the Google Cloud Professional Cloud DevOps Engineer certification examTechniques for monitoring, troubleshooting, and improving infrastructure and application performance in Google Cloud guided by principles of SRE. Understand the purpose and intent of the Professional Cloud DevOps Engineer certification and its relationship to other Google Cloud certifications"
 IT Security: Defense against the digital dark arts ,4.8,21,
Omnichannel Retail Strategy Specialization,4.7,296,
Google Project Management (DE) Professional Certificate,4.2,49,"Sie erlangen ein umfassendes Verständnis der Praktiken und Fähigkeiten, die für den Berufseinstieg ins Projektmanagement erforderlich sindSie erfahren, wie Sie in den verschiedenen Phasen eines Projekts effektive Projektdokumentationen und Artefakte erstellenSie erfahren, wie Sie in den verschiedenen Phasen eines Projekts effektive Projektdokumentationen und Artefakte erstellenSie üben die strategische Kommunikation, Problemlösung und das Stakeholder-Management in realen Szenarien"
Business Value and Project Management Specialization,4.8,127,
Diversity and inclusion in the workplace,4.7,914,
International Humanitarian Law in Theory and Practice ,4.8,1,
Reducing Gun Violence in America: Evidence for Change,4.7,262,
Build Dynamic User Interfaces (UI) for Websites,4.8,2,"Apply each step of the UX design thinking framework (empathize, define, ideate, prototype, test) to create a dynamic website.Plan information architecture and sitemaps for website designs. Apply common layouts for web pages. Complete a design project and include it in your professional UX portfolio. "
Marketing Analytics,4.7,6,"How to build and define a brand architecture and how to measure the impact of marketing efforts on brand value over timeHow to measure customer lifetime value  and use that information to evaluate strategic marketing alternatives How to design basic experiments so that you can assess your marketing efforts and invest your marketing dollars most effectivelyHow to set up regressions, interpret outputs, explore confounding effects and biases, and distinguish between economic and statistical significance"
Industrial Biotechnology,4.7,3,
Professionalism in Allied Health,4.8,158,"Gain an understanding of the expectations of an allied healthcare professional in the workplaceDevelop and exercise emotional intelligence, self-management, and interpersonal skillsBuild and improve internal and external communication skills with all exchangesEnhance the patient care experience with successful interactions and patient satisfaction"
Social Media Marketing Specialization,4.7,4,
Wine Tasting: Sensory Techniques for Wine Analysis,4.7,501,
Project Launch,4.7,239,
Satisfaction Guaranteed: Develop Customer Loyalty Online,4.8,2,"Identify common strategies for building customer loyalty in e-commerceSuccessfully manage client relationships and measure satisfactionFind, apply for, and prepare for interviews and jobsPut together a portfolio and/or resume to present to employers"
Essentials in Clinical Simulations Across the Health Professions,4.8,980,
International Leadership and Organizational Behavior,4.8,3,
Mindfulness and Well-being  Specialization,4.9,198,The theory and impact of mindfulness practiceThe tools and methods to incorporate this practice into your life
AI Applications in People Management ,4.7,100,
Organizational Change and Culture for Adopting Google Cloud Specialization,4.8,341,
Aspectos básicos del diseño de la experiencia del usuario,4.9,2,"Identificar algunas de las responsabilidades laborales más comunes de los diseñadores de UX de nivel básico. Comprender algunos conceptos básicos del diseño de UX, como el diseño centrado en el usuario, el proceso de diseño, la accesibilidad, etc.Explicar por qué los sprints de diseño son una parte importante y útil del trabajo de un diseñador de UX.Empezar a crear un portfolio en línea donde puedas mostrar tus próximos trabajos."
Business Sustainability in the Circular Economy,4.5,179,
Competitive Strategy and Organization Design Specialization,4.8,1,
Principles of UX/UI Design,4.7,612,Describe the fundamentals of User Experience (UX) design and researchDescribe accessibility considerations in design Practice developing user empathy through researchCreate wireframes and prototypes in Figma
